rva	symbol	category	disposition	public_header	probe	address_id
00037710	IVP_Constraint::limit_translation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void limit_translation_axis(	ConstraintLimitTranslationAxis
00037720	IVP_Constraint::change_max_translation_impulse	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_max_translation_impulse(	ConstraintChangeMaxTranslationImpulse
00037730	IVP_Constraint::change_rotation_axes_Ros / change_target_rotation_axes_Ros	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_rotation_axes_Ros(	ConstraintChangeRotationAxes
00037740	IVP_Constraint::fix_rotation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void fix_rotation_axis(	ConstraintFixRotationAxis
00037750	IVP_Constraint::free_rotation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void free_rotation_axis(	ConstraintFreeRotationAxis
00037760	IVP_Constraint::limit_rotation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void limit_rotation_axis(	ConstraintLimitRotationAxis
00037770	IVP_Constraint::change_max_rotation_impulse	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_max_rotation_impulse(	ConstraintChangeMaxRotationImpulse
00037780	IVP_Constraint::change_Aos_to_relaxe_constraint / change_Ros_to_relaxe_constraint	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_Aos_to_relaxe_constraint()	ConstraintRelax
0000FD30	IVP_U_Float_Point::add(pair)	math-container	typed-wrapper	include/BML/IVP/Types.h	void add(const IVP_U_Float_Point *left, const IVP_U_Float_Point *right)	FloatPointAddPair
00010290	IVP_U_Float_Point::add_multiple(pair)	math-container	typed-wrapper	include/BML/IVP/Types.h	void add_multiple(const IVP_U_Float_Point *base,	FloatPointAddMultiplePair
0001B060	IVP_U_Float_Point::dot_product	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_DOUBLE dot_product(const IVP_U_Float_Point *other) const	FloatPointDotProduct
0001E7A0	IVP_U_Float_Point::quad_length	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_DOUBLE quad_length() const	FloatPointQuadraticLength
000107B0	IVP_U_Float_Point::set(components)	math-container	typed-wrapper	include/BML/IVP/Types.h	void set(IVP_FLOAT x, IVP_FLOAT y, IVP_FLOAT z)	FloatPointSetComponents
0000FD00	IVP_U_Float_Point::set(point)	math-container	typed-wrapper	include/BML/IVP/Types.h	void set(const IVP_U_Float_Point *source)	FloatPointSet
00036AC0	IVP_U_Float_Point::set_multiple	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_multiple(const IVP_U_Float_Point *value, IVP_DOUBLE factor)	FloatPointSetMultiple
00036B00	IVP_U_Float_Point::set_negative	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_negative(const IVP_U_Float_Point *source)	FloatPointSetNegative
0001D020	IVP_U_Float_Point::set_pairwise_mult	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_pairwise_mult(const IVP_U_Float_Point *left,	FloatPointSetPairwiseMultiply
000102D0	IVP_U_Float_Point::subtract(pair)	math-container	typed-wrapper	include/BML/IVP/Types.h	void subtract(const IVP_U_Float_Point *left,	FloatPointSubtractPair
0000E8A0	IVP_U_Float_Hesse::calc_hesse_val	math-container	typed-wrapper	include/BML/IVP/Types.h	void calc_hesse_val(const IVP_U_Float_Point *point)	FloatHesseCalculateValue
0000E770	IVP_U_Float_Hesse::proj_on_plane	math-container	typed-wrapper	include/BML/IVP/Types.h	void proj_on_plane(const IVP_U_Float_Point *point,	FloatHesseProjectPlane
0000F920	IVP_U_Matrix3::set_col(point)	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_col(IVP_COORDINATE_INDEX column, const IVP_U_Point *input)	Matrix3SetColumnPoint
00012470	IVP_U_Point::add_multiple(mixed)	math-container	typed-wrapper	include/BML/IVP/Types.h	const IVP_U_Float_Point *value, IVP_DOUBLE factor)	PointAddMultipleMixed
00027B30	IVP_U_Point::inline_set_vert_to_area_defined_by_three_points(float)	math-container	typed-wrapper	include/BML/IVP/Types.h	const IVP_U_Float_Point *point2) {	PointSetAreaNormalFloat
0000EDA0	IVP_U_Point::set(point)	math-container	typed-wrapper	include/BML/IVP/Types.h	void set(const IVP_U_Point *source)	PointSet
0003BF40	IVP_U_Point::set_multiple(float)	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_multiple(const IVP_U_Float_Point *value, IVP_DOUBLE factor)	PointSetMultipleFloat
0000EAC0	IVP_U_Point::set_negative	math-container	typed-wrapper	include/BML/IVP/Types.h	void set_negative(const IVP_U_Point *source)	PointSetNegative
000107D0	IVP_Liquid_Surface_Descriptor_Simple::calc_liquid_surface	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	void calc_liquid_surface(	LiquidSurfaceSimpleCalculate
0000BEE0	IVP_Material_Simple::get_elasticity	material	typed-wrapper	include/BML/IVP/Material.h	IVP_DOUBLE get_elasticity() override	MaterialSimpleGetElasticity
0000BED0	IVP_Material_Simple::get_friction_factor	material	typed-wrapper	include/BML/IVP/Material.h	IVP_DOUBLE get_friction_factor() override	MaterialSimpleGetFriction
0000BF80	IVP_Material_Simple::get_name	material	typed-wrapper	include/BML/IVP/Material.h	const char *get_name() override	MaterialSimpleGetName
00012010	IVP_Standard_Gravity_Controller::do_simulation_controller	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	IVP_Standard_Gravity_Controller	StandardGravitySimulate
00022170	IVP_Standard_Gravity_Controller::core_is_going_to_be_deleted_event	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	void core_is_going_to_be_deleted_event(IVP_Core *core) override	StandardGravityCoreDeleted
00015E90	IVP_Template_Object::IVP_Template_Object	object-core	typed-wrapper	include/BML/IVP/Templates.h	IVP_Template_Object()	TemplateObjectConstruct
00015D80	IVP_U_Active_Terminal_Double::set_double	active-value	typed-wrapper	include/BML/IVP/ActiveValue.h	virtual void set_double(	ActiveTerminalDoubleSet
00015D30	IVP_U_Active_Terminal_Double::update_float	active-value	typed-wrapper	include/BML/IVP/ActiveValue.h	void update_float() override	ActiveTerminalDoubleUpdate
00015DF0	IVP_U_Active_Terminal_Int::set_int	active-value	typed-wrapper	include/BML/IVP/ActiveValue.h	virtual void set_int(int newValue	ActiveTerminalIntSet
00015D60	IVP_U_Active_Terminal_Int::update_int	active-value	typed-wrapper	include/BML/IVP/ActiveValue.h	void update_int() override	ActiveTerminalIntUpdate
00013FA0	IVP_Actuator::get_associated_controlled_cores	controller-constraint	typed-wrapper	include/BML/IVP/Actuator.h	IVP_U_Vector<IVP_Core> *get_associated_controlled_cores() override	ActuatorGetControlledCores
00013FB0	IVP_Actuator::get_controller_priority	controller-constraint	typed-wrapper	include/BML/IVP/Actuator.h	IVP_CONTROLLER_PRIORITY get_controller_priority() override	ActuatorGetPriority
00013FE0	IVP_Actuator::~IVP_Actuator	controller-constraint	typed-wrapper	include/BML/IVP/Actuator.h	~IVP_Actuator() override	ActuatorDestruct
00010630	IVP_Attacher_To_Cores_Buoyancy::get_parameters_per_core	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	get_parameters_per_core(IVP_Core *core)	BuoyancyAttacherGetParameters
00010640	IVP_Attacher_To_Cores_Buoyancy::get_buoyancy_surface	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	get_buoyancy_surface(	BuoyancyAttacherGetSurface
00028240	IVP_Constraint::get_associated_controlled_cores	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	IVP_U_Vector<IVP_Core> *get_associated_controlled_cores() override	ConstraintGetControlledCores
00004C20	IVP_Controller::reset_time	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	virtual void reset_time(IVP_Time offset)	ControllerResetTime
0000BF40	IVP_Material_Simple::get_second_friction_factor	material	typed-wrapper	include/BML/IVP/Material.h	IVP_DOUBLE get_second_friction_factor() override	MaterialSimpleGetSecondFriction
00013230	IVP_Standard_Gravity_Controller::get_controller_priority	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	IVP_CONTROLLER_PRIORITY get_controller_priority() override	StandardGravityGetPriority
00027B10	IVP_U_Point::dot_product(float point)	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_DOUBLE dot_product(const IVP_U_Float_Point *other) const	PointDotFloat
0002D8E0	IVP_Range_Manager::IVP_Range_Manager	collision-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	IVP_Range_Manager(	RangeManagerConstruct
0002D970	IVP_Range_Manager::environment_will_be_deleted	collision-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	virtual void environment_will_be_deleted(	RangeManagerEnvironmentDeleted
0002D990	IVP_Range_Manager::get_coll_range_intra_objects	collision-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	virtual void get_coll_range_intra_objects(	RangeManagerGetIntraObjectRanges
0002DAB0	IVP_Range_Manager::get_coll_range_in_world	collision-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	virtual IVP_DOUBLE get_coll_range_in_world(	RangeManagerGetWorldRange
0000BB00	IVP_SurfaceManager_Polygon::insert_all_ledges_hitting_ray	surface	typed-wrapper	include/BML/IVP/Surface.h	void insert_all_ledges_hitting_ray(	SurfaceManagerPolygonRaycast
0000BB30	IVP_SurfaceManager_Polygon::get_all_ledges_within_radius	surface	typed-wrapper	include/BML/IVP/Surface.h	void get_all_ledges_within_radius(	SurfaceManagerPolygonGetLedgesInRadius
0000BBE0	IVP_SurfaceManager_Polygon::get_all_terminal_ledges	surface	typed-wrapper	include/BML/IVP/Surface.h	void get_all_terminal_ledges(	SurfaceManagerPolygonGetTerminalLedges
0000BC20	IVP_SurfaceManager_Polygon::get_rotation_inertia	surface	typed-wrapper	include/BML/IVP/Surface.h	void get_rotation_inertia(	SurfaceManagerPolygonGetInertia
0000BC40	IVP_SurfaceManager_Polygon::get_radius_and_radius_dev_to_given_center	surface	typed-wrapper	include/BML/IVP/Surface.h	void get_radius_and_radius_dev_to_given_center(	SurfaceManagerPolygonGetRadius
0000BCD0	IVP_SurfaceManager_Polygon::get_single_convex	surface	typed-wrapper	include/BML/IVP/Surface.h	const IVP_Compact_Ledge *get_single_convex() const override	SurfaceManagerPolygonGetSingleConvex
0000BCF0	IVP_SurfaceManager_Polygon::get_type	surface	typed-wrapper	include/BML/IVP/Surface.h	IVP_SURMAN_TYPE get_type() override	SurfaceManagerPolygonGetType
0000BC00	IVP_SurfaceManager_Polygon::get_mass_center	surface	typed-wrapper	include/BML/IVP/Surface.h	void get_mass_center(	SurfaceManagerPolygonGetMassCenter
0000A490	IVP_SurfaceManager_Polygon reference no-op pair	surface	typed-wrapper	include/BML/IVP/Surface.h	void add_reference_to_ledge(	SurfaceManagerPolygonReferenceNoop
00060B90	IVP_BetterDebugmanager::is_debug_enabled	debug	typed-wrapper	include/BML/IVP/Debug.h	IVP_BOOL is_debug_enabled(	BetterDebugIsEnabled
00060BC0	IVP_BetterDebugmanager::dprint	debug	typed-wrapper	include/BML/IVP/Debug.h	void dprint(	BetterDebugPrint
00060C10	IVP_BetterDebugmanager::output_function	debug	typed-wrapper	include/BML/IVP/Debug.h	virtual void output_function(	BetterDebugOutput
00060C30	IVP_BetterDebugmanager::IVP_BetterDebugmanager	debug	typed-wrapper	include/BML/IVP/Debug.h	IVP_BetterDebugmanager()	BetterDebugCtor
0003AC00	IVP_SurfaceBuilder_Pointsoup::convert_triangle_to_compace_ledge	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	convert_triangle_to_compace_ledge(	SurfaceBuilderPointsoupTriangleToLedge
0003A2D0	IVP_SurMan_PS_Plane::get_qlen_of_all_edges	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	IVP_DOUBLE get_qlen_of_all_edges()	SurManPsPlaneGetEdgeQuadLength
00021550	IVP_Compact_Ledge_Solver::calc_qlen_PF_F_space used by IVP_SurfaceManager_Grid	surface-grid	typed-wrapper	include/BML/IVP/Grid.h	CompactLedgeSolverPointTriangleDistance	CompactLedgeSolverPointTriangleDistance
00020100	ivp_malloc_aligned used by IVP_GridBuilder_Array	surface-grid	typed-wrapper	include/BML/IVP/Grid.h	Address::AllocateAligned	AllocateAligned
00020130	ivp_free_aligned used by IVP_SurfaceBuilder_Pointsoup::cleanup	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	static void cleanup()	FreeAligned
0002DB50	IVP_BetterStatisticsmanager::IVP_BetterStatisticsmanager	statistics	typed-wrapper	include/BML/IVP/Performance.h	IVP_BetterStatisticsmanager()	BetterStatisticsmanagerCtor
0002DC00	IVP_OV_Element::IVP_OV_Element	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementConstruct	OVElementConstruct
0002DC70	IVP_OV_Element::~IVP_OV_Element (complete retail body)	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementDestruct	OVElementDestruct
0002DD00	IVP_OV_Element::add_to_hull_manager (binary-attributed retail body)	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementAddToHullManager	OVElementAddToHullManager
0002DDA0	IVP_OV_Element::get_type	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementGetType	OVElementGetType
0002DDB0	IVP_OV_Element::hull_manager_is_going_to_be_deleted_event (binary-attributed retail body)	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementHullManagerDeleted	OVElementHullManagerDeleted
0002DDC0	IVP_OV_Element::hull_limit_exceeded_event	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementHullLimitExceeded	OVElementHullLimitExceeded
0002DDE0	IVP_OV_Element::add_oo_collision	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementAddCollision	OVElementAddCollision
0002DE30	IVP_OV_Element::remove_oo_collision	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVElementRemoveCollision	OVElementRemoveCollision
0002DEA0	IVP_OV_Node::IVP_OV_Node	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVNodeConstruct	OVNodeConstruct
0002DEF0	IVP_OV_Node::~IVP_OV_Node (private complete retail body)	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVNodeDestruct	OVNodeDestruct
0002DFF0	IVP_OV_Tree_Manager::IVP_OV_Tree_Manager	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVTreeManagerConstruct	OVTreeManagerConstruct
0002E0E0	IVP_OV_Tree_Manager::~IVP_OV_Tree_Manager (complete retail body)	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVTreeManagerDestruct	OVTreeManagerDestruct
0002EC10	IVP_OV_Tree_Manager::insert_ov_element	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVTreeManagerInsertElement	OVTreeManagerInsertElement
0002EEC0	IVP_OV_Tree_Manager::remove_ov_element	public-broadphase	typed-wrapper	include/BML/IVP/Broadphase.h	Address::OVTreeManagerRemoveElement	OVTreeManagerRemoveElement
0001C7D0	IVP_Core::union_find_get_father	simulation-unit	typed-wrapper	include/BML/IVP/Core.h	IVP_Core *union_find_get_father()	CoreUnionFindFather
00014900	IVP_Collision_Filter_Coll_Group_Ident::check_objects_for_collision_detection	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterGroupIdentCheck	CollisionFilterGroupIdentCheck
00014990	IVP_Collision_Filter_Coll_Group_Ident::environment_will_be_deleted	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterGroupIdentEnvironmentDelete	CollisionFilterGroupIdentEnvironmentDelete
00014B70	IVP_Collision_Filter_Exclusive_Pair::environment_will_be_deleted	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterExclusivePairEnvironmentDelete	CollisionFilterExclusivePairEnvironmentDelete
00014CA0	IVP_Meta_Collision_Filter::check_objects_for_collision_detection	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterMetaCheck	CollisionFilterMetaCheck
00014D90	IVP_Meta_Collision_Filter::environment_will_be_deleted	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterMetaEnvironmentDelete	CollisionFilterMetaEnvironmentDelete
00060C70	IVP_BetterDebugmanager::~IVP_BetterDebugmanager	debug	typed-wrapper	include/BML/IVP/Debug.h	Address::BetterDebugDestruct	BetterDebugDestruct
0002F570	IVP_Collision_Delegator::~IVP_Collision_Delegator	collision	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorDestruct	CollisionDelegatorDestruct
000148D0	IVP_Collision_Filter::~IVP_Collision_Filter	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterDestruct	CollisionFilterDestruct
0000BE00	IVP_Material::~IVP_Material	material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialDestruct	MaterialDestruct
00014F70	IVP_PerformanceCounter::~IVP_PerformanceCounter	performance	typed-wrapper	include/BML/IVP/Performance.h	Address::PerformanceCounterDestruct	PerformanceCounterDestruct
00022160	IVP_SurfaceManager::~IVP_SurfaceManager	surface	typed-wrapper	include/BML/IVP/Surface.h	Address::SurfaceManagerDestruct	SurfaceManagerDestruct
000161D0	IVP_Synapse::~IVP_Synapse	mindist	typed-wrapper	include/BML/IVP/Mindist.h	Address::SynapseDestruct	SynapseDestruct
000159D0	IVP_U_Active_Value::~IVP_U_Active_Value	active-value	typed-wrapper	include/BML/IVP/ActiveValue.h	Address::ActiveValueDestruct	ActiveValueDestruct
000093D0	?set_new_m_object_f_core@IVP_Real_Object@@UAEXPBVIVP_U_Matrix@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectSetMatrixCoreFromObject	RealObjectSetMatrixCoreFromObject
00009520	?set_new_quat_object_f_core@IVP_Real_Object@@MAEXPBVIVP_U_Quat@@PBVIVP_U_Point@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectSetQuatCoreFromObject	RealObjectSetQuatCoreFromObject
000095B0	?insert_anchor@IVP_Real_Object@@QAEXPAVIVP_Anchor@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectInsertAnchor	RealObjectInsertAnchor
000095E0	?remove_anchor@IVP_Real_Object@@QAEXPAVIVP_Anchor@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectRemoveAnchor	RealObjectRemoveAnchor
00009670	?revive_object_for_simulation@IVP_Real_Object@@QAEXXZ	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectRevive	RealObjectRevive
000099A0	?recalc_invalid_mindists_of_object@IVP_Real_Object@@IAEXXZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::RealObjectRecalculateInvalidMindists	RealObjectRecalculateInvalidMindists
000099F0	?get_all_near_mindists@IVP_Real_Object@@IAEXXZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::RealObjectGetAllNearMindists	RealObjectGetAllNearMindists
00009BE0	?calc_m_core_f_object@IVP_Real_Object@@QAEXPAVIVP_U_Matrix@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectCalculateCoreFromObject	RealObjectCalculateCoreFromObject
00009D70	?calc_at_matrix@IVP_Real_Object@@QBEXVIVP_Time@@PAVIVP_U_Matrix@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectCalculateMatrixAt	RealObjectCalculateMatrixAt
00009F00	?init_object_core@IVP_Real_Object@@QAEXPAVIVP_Environment@@PBVIVP_Template_Real_Object@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectInitializeCore	RealObjectInitializeCore
0000A2B0	?get_collision_check_reference_count@IVP_Real_Object@@QAEHXZ	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectCollisionReferenceCount	RealObjectCollisionReferenceCount
0000A350	?async_add_speed_object_ws@IVP_Real_Object@@QAEXPBVIVP_U_Float_Point@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectAddSpeedWorld	RealObjectAddSpeedWorld
0000A3A0	?async_add_rot_speed_object_cs@IVP_Real_Object@@QAEXPBVIVP_U_Float_Point@@@Z	public-object	typed-wrapper	include/BML/IVP/Object.h	Address::RealObjectAddAngularSpeedCore	RealObjectAddAngularSpeedCore
0000A630	?find_table@IVP_Object_Callback_Table_Hash@@QAEPAVIVP_Object_Callback_Table@@PAVIVP_Real_Object@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::ObjectCallbackTableFind	ObjectCallbackTableFind
0000AC70	?remove_table@IVP_Object_Callback_Table_Hash@@QAEPAVIVP_Object_Callback_Table@@PAVIVP_Real_Object@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::ObjectCallbackTableRemove	ObjectCallbackTableRemove
0000AEA0	?revive_simulation_core@IVP_Core@@QAE?AW4IVP_BOOL@@XZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreRevive	CoreRevive
0000AF90	?fire_event_object_frozen@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreFireObjectFrozen	CoreFireObjectFrozen
0000AFE0	?freeze_simulation_core@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreFreezeSimulation	CoreFreezeSimulation
0000B000	??0IVP_Friction_System@@QAE@PAVIVP_Environment@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemConstruct	FrictionSystemConstruct
0000B0D0	??_GIVP_Friction_System@@UAEPAXI@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::FrictionSystemScalarDeletingDestructor	FrictionSystemScalarDeletingDestructor
0000B100	??1IVP_Friction_System@@UAE@XZ	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemDestruct	FrictionSystemDestruct
0000B190	?fs_recalc_all_contact_points@IVP_Friction_System@@QAEXXZ	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemRecalculateAllContacts	FrictionSystemRecalculateAllContacts
0000B210	?dist_removed_update_pair_info@IVP_Friction_System@@QAE?AW4IVP_BOOL@@PAVIVP_Contact_Point@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemUpdateRemovedPair	FrictionSystemUpdateRemovedPair
0000B290	?remove_dist_from_system@IVP_Friction_System@@QAEXPAVIVP_Contact_Point@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemRemoveDistance	FrictionSystemRemoveDistance
0000B2C0	?dist_added_update_pair_info@IVP_Friction_System@@QAEXPAVIVP_Contact_Point@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemUpdateAddedPair	FrictionSystemUpdateAddedPair
0000B360	?add_dist_to_system@IVP_Friction_System@@QAEXPAVIVP_Contact_Point@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemAddDistance	FrictionSystemAddDistance
0000B390	?add_core_to_system@IVP_Friction_System@@QAEXPAVIVP_Core@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemAddCore	FrictionSystemAddCore
0000B410	?remove_core_from_system@IVP_Friction_System@@QAEXPAVIVP_Core@@@Z	public-friction	typed-wrapper	include/BML/IVP/Friction.h	Address::FrictionSystemRemoveCore	FrictionSystemRemoveCore
0000B4D0	?remove_revive_core@IVP_Environment@@AAEXPAVIVP_Core@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::EnvironmentRemoveReviveCore	EnvironmentRemoveReviveCore
0000B540	?add_revive_core@IVP_Environment@@AAEXPAVIVP_Core@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::EnvironmentAddReviveCore	EnvironmentAddReviveCore
0000BD10	?get_friction_factor@IVP_Material_Manager@@UAENPAUIVP_Contact_Situation@@@Z	public-material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialManagerGetFriction	MaterialManagerGetFriction
0000BD40	?get_elasticity@IVP_Material_Manager@@UAENPAUIVP_Contact_Situation@@@Z	public-material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialManagerGetElasticity	MaterialManagerGetElasticity
0000BD70	?get_adhesion@IVP_Material_Manager@@UAENPAUIVP_Contact_Situation@@@Z	public-material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialManagerGetAdhesion	MaterialManagerGetAdhesion
0000BDC0	?environment_will_be_deleted@IVP_Material_Manager@@UAEXPAVIVP_Environment@@@Z	public-material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialManagerEnvironmentDelete	MaterialManagerEnvironmentDelete
0000BE30	?get_material_by_index@IVP_Material_Manager@@UAEPAVIVP_Material@@PBVIVP_U_Point@@H@Z	public-material	typed-wrapper	include/BML/IVP/Material.h	Address::MaterialManagerGetByIndex	MaterialManagerGetByIndex
0000BF90	?get_surface_speed_on_test@IVP_Core@@QBEXPBVIVP_U_Float_Point@@00PAV2@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetSurfaceSpeedOnTest	CoreGetSurfaceSpeedOnTest
0000C0B0	?get_diff_surface_speed_of_two_cores@IVP_Core@@SAXPBV1@0PBVIVP_U_Float_Point@@1PAV2@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetDifferentialSurfaceSpeed	CoreGetDifferentialSurfaceSpeed
0000C150	?get_diff_surface_speed_of_two_cores_on_test@IVP_Core@@SAXPBV1@0PBVIVP_U_Float_Point@@11111PAV2@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetDifferentialSurfaceSpeedOnTest	CoreGetDifferentialSurfaceSpeedOnTest
0000C390	?calc_virt_mass@IVP_Core@@QBENPBVIVP_U_Float_Point@@0@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCalculateVirtualMass	CoreCalculateVirtualMass
0000C200	IVP_Core::calc_virt_mass_worst_case (binary-attributed retail body)	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCalculateVirtualMassWorstCase	CoreCalculateVirtualMassWorstCase
0000C480	?get_energy_on_test@IVP_Core@@QAENPBVIVP_U_Float_Point@@0@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetEnergyOnTest	CoreGetEnergyOnTest
0000C4F0	?set_radius@IVP_Core@@QAEXMM@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreSetRadius	CoreSetRadius
0000C5F0	?abort_all_async_pushes@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreAbortAsyncPushes	CoreAbortAsyncPushes
0000C610	?global_damp_core@IVP_Core@@QAEXN@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGlobalDamp	CoreGlobalDamp
0000C6A0	?damp_object@IVP_Core@@QAEXNPBVIVP_U_Float_Point@@N@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreDampObject	CoreDampObject
0000C810	?get_surface_speed@IVP_Core@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetSurfaceSpeed	CoreGetSurfaceSpeed
0000C8B0	?push_core@IVP_Core@@QAEXPBVIVP_U_Float_Point@@00@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CorePush	CorePush
